question,label
마지막 주 부터 넷째 까지 일정 때리다,S-Date S-Date S-Date S-Date S-Date O S-Action
다다음 주 일정 설정하다 노래 부르러 가기,S-Date S-Date O S-Action S-Subject S-Subject S-Subject
빨래하기 일정 말해주다 까지 다음 주,S-Subject O S-Action S-Date S-Date S-Date
이십칠일 일정 부품 사르다 가기 실행하다,S-Date O S-Subject S-Subject S-Subject S-Action
일정 장 보기 지정해주다,O S-Subject S-Subject S-Action
다음 달 과일 사 오기 울리다,S-Date S-Date S-Subject S-Subject S-Subject S-Action
일요일 마라톤 참가하기 응답하다,S-Date S-Subject S-Subject S-Action
일정 학교 가기 잡다 31일 까지 오후 다섯시,O S-Subject S-Subject S-Action S-Date S-Date S-Time S-Time
관찰하기 울리다 이일 열네시 사십육분,S-Subject S-Action S-Date S-Time S-Time
여행가기 일정 추가하다 칠월 넷째 주,S-Subject O S-Action S-Date S-Date S-Date
9일 전구 교체하기 올리다,S-Date S-Subject S-Subject S-Action
해외여행 일정 추가하다,S-Subject O S-Action
일정 말해주다 요리 하다 다음 달 둘째 주,O S-Action S-Subject S-Subject S-Date S-Date S-Date S-Date
보드 게임 일정 잡다 월요일 금요일 토요일,S-Subject S-Subject O S-Action S-Date S-Date S-Date
올리다 명상 하기 구월 23일 부터 10월 팔일 까지,S-Action S-Subject S-Subject S-Date S-Date S-Date S-Date S-Date S-Date
다음 달 트위터 업데이트 일정 말해주다,S-Date S-Date S-Subject S-Subject O S-Action
일정 정해 식물에 물 주기,O S-Action S-Subject S-Subject S-Subject
일정 울리다 낚시 하기 다음 달 둘째 주,O S-Action S-Subject S-Subject S-Date S-Date S-Date S-Date
화요일 오전 4시 45분쯤 일정 방어 먹기 때리다,S-Date S-Time S-Time S-Time O S-Subject S-Subject S-Action
22일 후 열다섯시 사십분에 일정 정해,S-Date S-Date S-Time S-Time O S-Action
이월 21일 부터 10월 3일 까지 관찰하기 일정 때리다,S-Date S-Date S-Date S-Date S-Date S-Date S-Subject O S-Action
페인 팅 실행하다 월요일 수요일 금요일 토요일 21시 오십분에,S-Subject S-Subject S-Action S-Date S-Date S-Date S-Date S-Time S-Time
1월 셋째 주 응답하다,S-Date S-Date S-Date S-Action
일정 등록하다 청소하기 5일 후 열한시,O S-Action S-Subject S-Date S-Date S-Time
문예창작 수업 일정 넣다 십이월 팔일 까지,S-Subject S-Subject O S-Action S-Date S-Date S-Date
30일 뒤 다섯시 실행하다,S-Date S-Date S-Time S-Action
추가하다 요리 하다 오월 첫째 주 부터 셋째 까지,S-Action S-Subject S-Subject S-Date S-Date S-Date S-Date S-Date S-Date
까지 다음 주 페인 팅 넣다,S-Date S-Date S-Date S-Subject S-Subject S-Action
십팔일 뒤 정해 부품 사르다 가기,S-Date S-Date S-Action S-Subject S-Subject S-Subject
줄넘기 하기 지정해주다 월요일 목요일 일요일 6시,S-Subject S-Subject S-Action S-Date S-Date S-Date S-Time
올리다 십이월 25일 부터 12월 삼일 까지,S-Action S-Date S-Date S-Date S-Date S-Date S-Date
등록하다 넷째 주,S-Action S-Date S-Date
다음 달 일정 넣다 독서하기,S-Date S-Date O S-Action S-Subject
십오일 후 열세시 여행가기 정해,S-Date S-Date S-Time S-Subject S-Action
다음 달 마지막 주 춤추러 가기 일정 때리다,S-Date S-Date S-Date S-Date S-Subject S-Subject O S-Action
관찰하기 넣다 이개월 후,S-Subject S-Action S-Date S-Date
마지막 주 울리다 문 예 창작 수업,S-Date S-Date S-Action S-Subject S-Subject S-Subject S-Subject
명상 하기 맞추다 19일 13시 사분에,S-Subject S-Subject S-Action S-Date S-Time S-Time
일정 추가하다 출근하기 토요일 부터 일요일 까지,O S-Action S-Subject S-Date S-Date S-Date S-Date
일정 응답하다 9월 29일 까지,O S-Action S-Date S-Date S-Date
월요일 잡다,S-Date S-Action
정리하기 맞추다 다음 달,S-Subject S-Action S-Date S-Date
일정 응답하다 장 보기,O S-Action S-Subject S-Subject
목요일 짜다 독서 하다,S-Date S-Action S-Subject S-Subject
운동 하다 가기 일정 추가하다,S-Subject S-Subject S-Subject O S-Action
일정 여행 가기 맞추다 칠월 넷째 주,O S-Subject S-Subject S-Action S-Date S-Date S-Date
금일 후 트위터 업데이트 잡다,S-Date S-Date S-Subject S-Subject S-Action
문 예 창작 수업 응답하다 마지막 주,S-Subject S-Subject S-Subject S-Subject S-Action S-Date S-Date
줄넘기 하다 말해주다,S-Subject S-Subject S-Action
정리하기 일정 맞추다 수요일 토요일,S-Subject O S-Action S-Date S-Date
학원 가기 말해주다 2029년 5월 6일,S-Subject S-Subject S-Action S-Date S-Date S-Date
넷째 주 까지 치과 가기 일정 응답하다,S-Date S-Date S-Date S-Subject S-Subject O S-Action
요리 하다 일정 올리다,S-Subject S-Subject O S-Action
시내 가기 등록하다 다음 달,S-Subject S-Subject S-Action S-Date S-Date
올리다 문 예 창작 수업 목요일 저녁 다섯시 49분쯤,S-Action S-Subject S-Subject S-Subject S-Subject S-Date S-Time S-Time S-Time
일정 사냥 가기 설정하다 9월 넷째 주,O S-Subject S-Subject S-Action S-Date S-Date S-Date
일정 등록하다 관찰 하다,O S-Action S-Subject S-Subject
2027년 7월 14일 까지 맞추다 간식주기,S-Date S-Date S-Date S-Date S-Action S-Subject
목요일 이십삼시 일정 여행가기 말해주다,S-Date S-Time O S-Subject S-Action
일정 휴가 울리다,O S-Subject S-Action
일정 노래 정해,O S-Subject S-Action
말해주다 등산하러 가기,S-Action S-Subject S-Subject
마지막 주 일정 실행하다 간식주기,S-Date S-Date O S-Action S-Subject
정해 장보기 화요일,S-Action S-Subject S-Date
2030년 구월 13일 잡다 래프팅,S-Date S-Date S-Date S-Action S-Subject
다음 달 춤추다 가기 일정 실행하다,S-Date S-Date S-Subject S-Subject O S-Action
8월 이십일일 부터 이월 6일 까지 요리 하기 올리다,S-Date S-Date S-Date S-Date S-Date S-Date S-Subject S-Subject S-Action
일정 방어 먹기 지정해주다 8월 21일,O S-Subject S-Subject S-Action S-Date S-Date
까지 다다음 주 일정 휴가 올리다,S-Date S-Date S-Date O S-Subject S-Action
맞추다 장보기,S-Action S-Subject
술 마시기 일정 설정하다 수요일 목요일 밤 10시,S-Subject S-Subject O S-Action S-Date S-Date S-Time S-Time
마지막 주 일정 수영 울리다,S-Date S-Date O S-Subject S-Action
페인팅 일정 넣다,S-Subject O S-Action
일요일 까지 열한시 26분 일정 트위터 업데이트 지정해주다,S-Date S-Date S-Time S-Time O S-Subject S-Subject S-Action
일정 알다 넷째 주 부터 셋째 까지,O S-Action S-Date S-Date S-Date S-Date S-Date
울리다 육개월 뒤,S-Action S-Date S-Date
일정 응답하다 사진찍으러 가기 16일 후 밤 다섯시 오십일분,O S-Action S-Subject S-Subject S-Date S-Date S-Time S-Time S-Time
월요일 목요일 토요일 14시 일정 맞추다,S-Date S-Date S-Date S-Time O S-Action
여행 가기 일정 응답하다 일주일 뒤 여섯시,S-Subject S-Subject O S-Action S-Date S-Date S-Time
일정 모임 가기 등록하다 넷째 주 까지,O S-Subject S-Subject S-Action S-Date S-Date S-Date
산책하기 일정 짜다,S-Subject O S-Action
알다 토요일 까지 22시,S-Action S-Date S-Date S-Time
일정 노래 부르러 가기 등록하다 다음 주 목요일 일요일,O S-Subject S-Subject S-Subject S-Action S-Date S-Date S-Date S-Date
일정 넣다 사일 후,O S-Action S-Date S-Date
말해주다 수요일 금요일 일요일 9시,S-Action S-Date S-Date S-Date S-Time
일월 넷째 주 독서 하다 잡다,S-Date S-Date S-Date S-Subject S-Subject S-Action
넣다 관찰 하다,S-Action S-Subject S-Subject
일정 때리다 식물에 물 주기,O S-Action S-Subject S-Subject S-Subject
일정 등록하다 2월 셋째 주,O S-Action S-Date S-Date S-Date
일정 울리다 세포 밥 주기,O S-Action S-Subject S-Subject S-Subject
일정 실행하다 공놀이하기 셋째 주,O S-Action S-Subject S-Date S-Date
실행하다 회의 마지막 주,S-Action S-Subject S-Date S-Date
연어 먹기 일정 등록하다,S-Subject S-Subject O S-Action
수요일 토요일 일요일 낮 네시 가구 만들기 일정 정해,S-Date S-Date S-Date S-Time S-Time S-Subject S-Subject O S-Action
다다음 주 한강 가기 알다,S-Date S-Date S-Subject S-Subject S-Action
일정 작곡 잡다,O S-Subject S-Action
삼십일 뒤 아침 7시 일정 실행하다,S-Date S-Date S-Time S-Time O S-Action
그글피 트위터 업데이트 맞추다,S-Date S-Subject S-Subject S-Action
운동하러 가기 실행하다,S-Subject S-Subject S-Action
밥 먹기 말해주다 3월 첫째 주,S-Subject S-Subject S-Action S-Date S-Date S-Date
6월 둘째 주 올리다,S-Date S-Date S-Date S-Action
사냥 가기 실행하다 토요일 부터 월요일 까지,S-Subject S-Subject S-Action S-Date S-Date S-Date S-Date
6월 둘째 주 여행 가기 일정 알다,S-Date S-Date S-Date S-Subject S-Subject O S-Action
칠개월 후 빨래 하다 일정 울리다,S-Date S-Date S-Subject S-Subject O S-Action
일정 채소 물 주기 때리다 다다음 달,O S-Subject S-Subject S-Subject S-Action S-Date S-Date
일정 실행하다 5일 16시,O S-Action S-Date S-Time
일정 술 마시기 추가하다,O S-Subject S-Subject S-Action
23일 후 12시 실행하다 게임하기,S-Date S-Date S-Time S-Action S-Subject
운동 하다 가기 응답하다 월요일 목요일 금요일 저녁 열한시,S-Subject S-Subject S-Subject S-Action S-Date S-Date S-Date S-Time S-Time
술 마시기 일정 지정해주다,S-Subject S-Subject O S-Action
일정 보드 게임 짜다,O S-Subject S-Subject S-Action
맞추다 세포 밥 주기 다음 주 월요일,S-Action S-Subject S-Subject S-Subject S-Date S-Date S-Date
응답하다 20일 이십시 이십오분쯤,S-Action S-Date S-Time S-Time
부품 사르다 가기 짜다 다음 달,S-Subject S-Subject S-Subject S-Action S-Date S-Date
셋째 주 전구 교체 하다 짜다,S-Date S-Date S-Subject S-Subject S-Subject S-Action
정해 에버랜드 가기 모레,S-Action S-Subject S-Subject S-Date
2021년 10월 팔일 일정 부품 사러 가기 맞추다,S-Date S-Date S-Date O S-Subject S-Subject S-Subject S-Action
드로잉 수업 일정 추가하다,S-Subject S-Subject O S-Action
잡다 만화책 보기 까지 다음 주,S-Action S-Subject S-Subject S-Date S-Date S-Date
일개월 후 마라톤 참가하기 설정하다,S-Date S-Date S-Subject S-Subject S-Action
5월 둘째 주 장보기 일정 올리다,S-Date S-Date S-Date S-Subject O S-Action
요리 하기 알다 이월 첫째 주,S-Subject S-Subject S-Action S-Date S-Date S-Date
목요일 일정 서핑 올리다,S-Date O S-Subject S-Action
술 마시기 정해 다음 주 월요일 일요일,S-Subject S-Subject S-Action S-Date S-Date S-Date S-Date
정리 하다 일정 짜다 목요일 금요일 24시,S-Subject S-Subject O S-Action S-Date S-Date S-Time
카약 때리다,S-Subject S-Action
사개월 뒤 알다,S-Date S-Date S-Action
가구 만들기 설정하다 14일 후 22시,S-Subject S-Subject S-Action S-Date S-Date S-Time
낚시 하다 실행하다 15일 뒤 열여섯시 이십사분에,S-Subject S-Subject S-Action S-Date S-Date S-Time S-Time
일정 정해 노래 부르다 가기 이십삼일 후,O S-Action S-Subject S-Subject S-Subject S-Date S-Date
3일 후 오후 2시 주유 하기 알다,S-Date S-Date S-Time S-Time S-Subject S-Subject S-Action
일정 등록하다 이일,O S-Action S-Date
간식주기 추가하다 7월 이십사일,S-Subject S-Action S-Date S-Date
일정 도자기 굽다 때리다,O S-Subject S-Subject S-Action
일정 말해주다 마지막 주,O S-Action S-Date S-Date
다다음 주 화요일 수요일 금요일 일정 올리다,S-Date S-Date S-Date S-Date S-Date O S-Action
일정 맞추다 이십육일 뒤,O S-Action S-Date S-Date
알다 십구일 후 낮 열두시,S-Action S-Date S-Date S-Time S-Time
월요일 금요일 일요일 9시 구분쯤 술 마시기 일정 알다,S-Date S-Date S-Date S-Time S-Time S-Subject S-Subject O S-Action
일정 한강 가기 맞추다 다음 주 목요일 금요일,O S-Subject S-Subject S-Action S-Date S-Date S-Date S-Date
가구 만들기 잡다 까지 다다음 주,S-Subject S-Subject S-Action S-Date S-Date S-Date
까지 다음 주 말해주다,S-Date S-Date S-Date S-Action
일정 요리 하다 넣다 12월 첫째 주 일요일 부터 화요일 까지,O S-Subject S-Subject S-Action S-Date S-Date S-Date S-Date S-Date S-Date S-Date
채소 물주기 일정 등록하다,S-Subject S-Subject O S-Action
공부 하다 짜다,S-Subject S-Subject S-Action
다음 주 목요일 게임 하다 알다,S-Date S-Date S-Date S-Subject S-Subject S-Action
이천이십삼년 삼월 23일 때리다 운동하러 가기,S-Date S-Date S-Date S-Action S-Subject S-Subject
월요일 수요일 일정 전구 교체하기 잡다,S-Date S-Date O S-Subject S-Subject S-Action
다음 주 맞추다 시내 가기,S-Date S-Date S-Action S-Subject S-Subject
까지 다음 주 실행하다 치과 가기,S-Date S-Date S-Date S-Action S-Subject S-Subject
일정 응답하다 마지막 주,O S-Action S-Date S-Date
십이월 4일 일정 알다,S-Date S-Date O S-Action
정해 이천이십팔년 육월 12일,S-Action S-Date S-Date S-Date
모임 가기 추가하다 일월 2일 부터 7월 14일 까지,S-Subject S-Subject S-Action S-Date S-Date S-Date S-Date S-Date S-Date
일정 말해주다 정리하기 이십육일 열다섯시,O S-Action S-Subject S-Date S-Time
십이월 팔일 일정 말해주다,S-Date S-Date O S-Action
이천이십삼년 육월 30일 드로잉 수업 응답하다,S-Date S-Date S-Date S-Subject S-Subject S-Action
목요일 까지 전구 교체하기 올리다,S-Date S-Date S-Subject S-Subject S-Action
일정 관찰 하다 잡다,O S-Subject S-Subject S-Action
7일 후 1시 55분 채소 물 주기 울리다,S-Date S-Date S-Time S-Time S-Subject S-Subject S-Subject S-Action
다다음 달 세포 밥 주기 등록하다,S-Date S-Date S-Subject S-Subject S-Subject S-Action
일정 추가하다 이천이십구년 십이월 14일,O S-Action S-Date S-Date S-Date
응답하다 삼월 마지막 주,S-Action S-Date S-Date S-Date
일정 짜다 금요일 토요일 14시,O S-Action S-Date S-Date S-Time
2022년 팔월 이일 일정 울리다,S-Date S-Date S-Date O S-Action
화요일 목요일 설정하다,S-Date S-Date S-Action
화요일 일요일 이십일시 일정 설정하다,S-Date S-Date S-Time O S-Action
이천이십일년 4월 십삼일 마라톤 참가하기 울리다,S-Date S-Date S-Date S-Subject S-Subject S-Action
울리다 다음 달 넷째 주,S-Action S-Date S-Date S-Date S-Date
일정 전구 교체하기 등록하다 월요일 목요일 일요일,O S-Subject S-Subject S-Action S-Date S-Date S-Date
엿새 후 짜다 줄넘기 하다,S-Date S-Date S-Action S-Subject S-Subject
일정 추가하다 식물 에 물 주기,O S-Action S-Subject S-Subject S-Subject S-Subject
일정 빨래 하다 때리다 까지 다다음 주,O S-Subject S-Subject S-Action S-Date S-Date S-Date
실행하다 산책하기 수요일 부터 목요일 까지,S-Action S-Subject S-Date S-Date S-Date S-Date
목요일 독서하기 일정 정해,S-Date S-Subject O S-Action
일정 채소 물주기 응답하다 십오일 후,O S-Subject S-Subject S-Action S-Date S-Date
첫째 주 부터 마지막 까지 실행하다,S-Date S-Date S-Date S-Date S-Date S-Action
낚시 하다 등록하다 다음 주,S-Subject S-Subject S-Action S-Date S-Date
일정 울리다 요리 하다,O S-Action S-Subject S-Subject
짜다 십일 뒤,S-Action S-Date S-Date
일정 지정해주다 다다음 주 수요일 목요일 토요일 일요일,O S-Action S-Date S-Date S-Date S-Date S-Date S-Date
일정 지정해주다 공부하기 10일 자정 31분 전,O S-Action S-Subject S-Date S-Time S-Time S-Time
5월 6일 일정 응답하다,S-Date S-Date O S-Action
일정 춤추다 가기 등록하다,O S-Subject S-Subject S-Action
까지 다다음 주 카약 알다,S-Date S-Date S-Date S-Subject S-Action
다음 주 채소 물주기 일정 응답하다,S-Date S-Date S-Subject S-Subject O S-Action
9월 26일 까지 페인팅 실행하다,S-Date S-Date S-Date S-Subject S-Action
금요일 토요일 일정 식물 에 물 주기 짜다,S-Date S-Date O S-Subject S-Subject S-Subject S-Subject S-Action
마라톤 참가 하다 넣다 화요일,S-Subject S-Subject S-Subject S-Action S-Date
4일 후 일정 추가하다,S-Date S-Date O S-Action
일정 정해 춤추러 가기 19일 뒤,O S-Action S-Subject S-Subject S-Date S-Date
구월 둘째 주 토요일 부터 월요일 까지 독서 하다 응답하다,S-Date S-Date S-Date S-Date S-Date S-Date S-Date S-Subject S-Subject S-Action
전구 교체 하다 맞추다,S-Subject S-Subject S-Subject S-Action
일정 공놀이하기 울리다 사월 이일,O S-Subject S-Action S-Date S-Date
정해 22일,S-Action S-Date
일정 가구 만들기 잡다,O S-Subject S-Subject S-Action
올리다 공 놀이 하다 이천이십일년 1월 18일,S-Action S-Subject S-Subject S-Subject S-Date S-Date S-Date
넷째 주 페인 팅 정해,S-Date S-Date S-Subject S-Subject S-Action
꽃 돌보기 올리다 셋째 주 부터 넷째 까지,S-Subject S-Subject S-Action S-Date S-Date S-Date S-Date S-Date
드로잉 수업 때리다 5월 셋째 주,S-Subject S-Subject S-Action S-Date S-Date S-Date
헬스장 가기 응답하다 수요일 토요일,S-Subject S-Subject S-Action S-Date S-Date
4일 뒤 새벽 한시 57분 밥 먹기 일정 추가하다,S-Date S-Date S-Time S-Time S-Time S-Subject S-Subject O S-Action
7월 마지막 주 시내 가기 잡다,S-Date S-Date S-Date S-Subject S-Subject S-Action
일정 잡다 노래,O S-Action S-Subject
부품 사러 가기 일정 추가하다 화요일,S-Subject S-Subject S-Subject O S-Action S-Date
2023년 5월 29일 일정 등록하다 퇴근,S-Date S-Date S-Date O S-Action S-Subject
십오일 까지 추가하다 월차,S-Date S-Date S-Action S-Subject
다음 주 화요일 목요일 일요일 맞추다,S-Date S-Date S-Date S-Date S-Date S-Action
다다음 달 셋째 주 일정 명상 하기 정해,S-Date S-Date S-Date S-Date O S-Subject S-Subject S-Action
토요일 부터 수요일 까지 식물에 물 주기 일정 짜다,S-Date S-Date S-Date S-Date S-Subject S-Subject S-Subject O S-Action
일정 지정해주다 보드 게임,O S-Action S-Subject S-Subject
6월 15일 부터 사월 2일 까지 일정 짜다,S-Date S-Date S-Date S-Date S-Date S-Date O S-Action
2025년 10월 7일 카약 일정 올리다,S-Date S-Date S-Date S-Subject O S-Action
2024년 이월 칠일 일정 지정해주다 간식주기,S-Date S-Date S-Date O S-Action S-Subject
일정 말해주다 학교 가기 2026년 삼월 2일,O S-Action S-Subject S-Subject S-Date S-Date S-Date
육개월 후 부품 사러 가기 일정 지정해주다,S-Date S-Date S-Subject S-Subject S-Subject O S-Action
일정 때리다 춤추러 가기 화요일 수요일 토요일 이십사시,O S-Action S-Subject S-Subject S-Date S-Date S-Date S-Time
일정 실행하다 방어 먹기 다다음 달,O S-Action S-Subject S-Subject S-Date S-Date
2022년 사월 15일 치과 가기 추가하다,S-Date S-Date S-Date S-Subject S-Subject S-Action
수요일 목요일 일정 때리다 드로잉 수업,S-Date S-Date O S-Action S-Subject S-Subject
빨래 하다 실행하다 화요일 열일곱시,S-Subject S-Subject S-Action S-Date S-Time
2029년 팔월 이십일 일정 말해주다 게임하기,S-Date S-Date S-Date O S-Action S-Subject
추가하다 6일 부터 십일 까지 12시,S-Action S-Date S-Date S-Date S-Date S-Time
짜다 청소 하다 11월 셋째 주 부터 마지막 까지,S-Action S-Subject S-Subject S-Date S-Date S-Date S-Date S-Date S-Date
정해 간식 주기 다음 주 화요일 금요일,S-Action S-Subject S-Subject S-Date S-Date S-Date S-Date
다다음 주 토요일 게임 일정 때리다,S-Date S-Date S-Date S-Subject O S-Action
이십삼일 까지 일정 맞추다 운동 하다 가기,S-Date S-Date O S-Action S-Subject S-Subject S-Subject
산책하기 맞추다 팔일 뒤,S-Subject S-Action S-Date S-Date
오월 마지막 주 간식주기 실행하다,S-Date S-Date S-Date S-Subject S-Action
이천이십팔년 12월 십일일 짜다,S-Date S-Date S-Date S-Action
일정 한강 가기 잡다 다다음 달 셋째 주,O S-Subject S-Subject S-Action S-Date S-Date S-Date S-Date
실행하다 월요일 화요일 금요일 일요일,S-Action S-Date S-Date S-Date S-Date
빨래 하다 일정 지정해주다,S-Subject S-Subject O S-Action
밥 먹기 일정 설정하다,S-Subject S-Subject O S-Action
일정 요리 하기 넣다 월요일 수요일 목요일,O S-Subject S-Subject S-Action S-Date S-Date S-Date
헬스장 가기 일정 때리다,S-Subject S-Subject O S-Action
삼십일 후 줄넘기 하다 일정 잡다,S-Date S-Date S-Subject S-Subject O S-Action
십월 첫째 주 마라톤 참가 하다 일정 지정해주다,S-Date S-Date S-Date S-Subject S-Subject S-Subject O S-Action
팔월 둘째 주 영화 감상 맞추다,S-Date S-Date S-Date S-Subject S-Subject S-Action
둘째 주 응답하다 여행가기,S-Date S-Date S-Action S-Subject
일정 마라톤 참가 하다 추가하다 토요일 밤 다섯시 54분,O S-Subject S-Subject S-Subject S-Action S-Date S-Time S-Time S-Time
일정 청소하기 실행하다 다음 달 마지막 주,O S-Subject S-Action S-Date S-Date S-Date S-Date
식물에 물 주기 말해주다,S-Subject S-Subject S-Subject S-Action
일정 말해주다 월요일 화요일 목요일 금요일,O S-Action S-Date S-Date S-Date S-Date
일정 응답하다 구월 첫째 주,O S-Action S-Date S-Date S-Date
넷째 주 파티 하다 일정 등록하다,S-Date S-Date S-Subject S-Subject O S-Action
춤추다 가기 일정 설정하다 첫째 주,S-Subject S-Subject O S-Action S-Date S-Date
간식주기 일정 설정하다,S-Subject O S-Action
일정 때리다 학교 가기,O S-Action S-Subject S-Subject
일정 실행하다 줄넘기 하다 까지 다다음 주,O S-Action S-Subject S-Subject S-Date S-Date S-Date
일정 때리다 셋째 주 까지,O S-Action S-Date S-Date S-Date
토요일 일요일 정오 오십삼분 전 일정 등록하다 게임하기,S-Date S-Date S-Time S-Time S-Time O S-Action S-Subject
이십사일 뒤 올리다 청소 하다,S-Date S-Date S-Action S-Subject S-Subject
영화 감상 실행하다 까지 다음 주,S-Subject S-Subject S-Action S-Date S-Date S-Date
목요일 까지 저녁 9시 54분쯤 전구 교체 하다 올리다,S-Date S-Date S-Time S-Time S-Time S-Subject S-Subject S-Subject S-Action
운동 하다 가기 짜다 9월 이십칠일 까지,S-Subject S-Subject S-Subject S-Action S-Date S-Date S-Date
수요일 목요일 맥주 먹기 일정 잡다,S-Date S-Date S-Subject S-Subject O S-Action
게임 일정 짜다 이십칠일 뒤 3시,S-Subject O S-Action S-Date S-Date S-Time
목공 일정 말해주다,S-Subject O S-Action
전구 교체 하다 말해주다 3일,S-Subject S-Subject S-Subject S-Action S-Date
일요일 일정 추가하다,S-Date O S-Action
지정해주다 헬스장 가기,S-Action S-Subject S-Subject
화요일 마라톤 참가하기 일정 짜다,S-Date S-Subject S-Subject O S-Action
페인팅 실행하다 월요일 토요일 일요일,S-Subject S-Action S-Date S-Date S-Date
카드 놀이 일정 실행하다 수요일 15시 이십팔분쯤,S-Subject S-Subject O S-Action S-Date S-Time S-Time
잡다 이십구일 후,S-Action S-Date S-Date
2028년 5월 13일 일정 등록하다 산책 하다,S-Date S-Date S-Date O S-Action S-Subject S-Subject
트위터 업데이트 정해 육월 삼일 까지,S-Subject S-Subject S-Action S-Date S-Date S-Date
이천이십팔년 1월 21일 파티하기 말해주다,S-Date S-Date S-Date S-Subject S-Action
일요일 독서하기 실행하다,S-Date S-Subject S-Action
전구 교체하기 짜다 넷째 주 부터 까지,S-Subject S-Subject S-Action S-Date S-Date S-Date S-Date
일정 회의 잡다 4월 첫째 주,O S-Subject S-Action S-Date S-Date S-Date
둘째 주 일정 추가하다,S-Date S-Date O S-Action
다음 주 금요일 토요일 꽃 돌보기 추가하다,S-Date S-Date S-Date S-Date S-Subject S-Subject S-Action
2027년 팔월 12일 사진찍으러 가기 울리다,S-Date S-Date S-Date S-Subject S-Subject S-Action
넷째 주 까지 요리 하다 응답하다,S-Date S-Date S-Date S-Subject S-Subject S-Action
일정 응답하다 게임 팔월 마지막 주,O S-Action S-Subject S-Date S-Date S-Date
다음 달 일정 울리다 관찰 하다,S-Date S-Date O S-Action S-Subject S-Subject
말해주다 보드 게임,S-Action S-Subject S-Subject
잡다 파티하기 월요일,S-Action S-Subject S-Date
다음 달 일정 응답하다 장보기,S-Date S-Date O S-Action S-Subject
첫째 주 토요일 부터 화요일 까지 일정 넣다,S-Date S-Date S-Date S-Date S-Date S-Date O S-Action
일정 학원 가기 등록하다 4월 첫째 주,O S-Subject S-Subject S-Action S-Date S-Date S-Date
등록하다 빨래하기 다다음 주 월요일 화요일 수요일 일요일,S-Action S-Subject S-Date S-Date S-Date S-Date S-Date S-Date
십육일 뒤 정리 하다 일정 때리다,S-Date S-Date S-Subject S-Subject O S-Action
등산 하다 가기 일정 알다,S-Subject S-Subject S-Subject O S-Action
일정 설정하다 파티 하다,O S-Action S-Subject S-Subject
토요일 이십이시 명상 하기 잡다,S-Date S-Time S-Subject S-Subject S-Action
일정 장 보기 설정하다 셋째 주,O S-Subject S-Subject S-Action S-Date S-Date
2월 마지막 주 게임하기 응답하다,S-Date S-Date S-Date S-Subject S-Action
일정 추가하다 독서하기 금요일 토요일,O S-Action S-Subject S-Date S-Date
일정 출근 하다 알다 셋째 주,O S-Subject S-Subject S-Action S-Date S-Date
4월 첫째 주 때리다 래프팅,S-Date S-Date S-Date S-Action S-Subject
올리다 마지막 주,S-Action S-Date S-Date
월요일 열여덟시 설정하다,S-Date S-Time S-Action
금요일 일정 응답하다,S-Date O S-Action
넣다 전구 교체 하다,S-Action S-Subject S-Subject S-Subject
금일 후 22시 맞추다 명상 하다,S-Date S-Date S-Time S-Action S-Subject S-Subject
첫째 주 일정 파티하기 잡다,S-Date S-Date O S-Subject S-Action
응답하다 노래,S-Action S-Subject
이십삼일 뒤 영화 감상 지정해주다,S-Date S-Date S-Subject S-Subject S-Action
다음 달 넷째 주 일정 만화책 보기 등록하다,S-Date S-Date S-Date S-Date O S-Subject S-Subject S-Action
6월 넷째 주 래프팅 짜다,S-Date S-Date S-Date S-Subject S-Action
일정 지정해주다 연어 먹기 칠월 이십사일 까지,O S-Action S-Subject S-Subject S-Date S-Date S-Date
일정 알다 공부 하다 월요일,O S-Action S-Subject S-Subject S-Date
첫째 주 일정 응답하다,S-Date S-Date O S-Action
일정 드로잉 수업 지정해주다,O S-Subject S-Subject S-Action
등록하다 월요일 금요일 일요일,S-Action S-Date S-Date S-Date
넷째 주 넣다 춤추다 가기,S-Date S-Date S-Action S-Subject S-Subject
팔월 십일일 일정 실행하다,S-Date S-Date O S-Action
올리다 파티 하다,S-Action S-Subject S-Subject
서핑 일정 정해 수요일,S-Subject O S-Action S-Date
금요일 6시 식물에 물 주기 등록하다,S-Date S-Time S-Subject S-Subject S-Subject S-Action
사냥 가기 일정 맞추다 다다음 달 마지막 주,S-Subject S-Subject O S-Action S-Date S-Date S-Date S-Date
때리다 공부하기,S-Action S-Subject
일정 영화 감상 잡다,O S-Subject S-Subject S-Action
영화 감상 일정 정해 까지 다음 주,S-Subject S-Subject O S-Action S-Date S-Date S-Date
일일 여덟시 사십칠분 도자기 굽기 넣다,S-Date S-Time S-Time S-Subject S-Subject S-Action
인테리어 일정 말해주다,S-Subject O S-Action
수요일 토요일 저녁 한시 일정 헬스장 가기 실행하다,S-Date S-Date S-Time S-Time O S-Subject S-Subject S-Action
목공 일정 때리다 글피,S-Subject O S-Action S-Date
목요일 일정 보드 게임 때리다,S-Date O S-Subject S-Subject S-Action
다다음 주 수요일 알다 줄넘기 하기,S-Date S-Date S-Date S-Action S-Subject S-Subject
일정 지정해주다 정리 하다,O S-Action S-Subject S-Subject
일정 관찰하기 정해 4월 셋째 주,O S-Subject S-Action S-Date S-Date S-Date
둘째 주 카약 정해,S-Date S-Date S-Subject S-Action
일정 추가하다 노래 부르러 가기,O S-Action S-Subject S-Subject S-Subject
